REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Nevada,2012,51,X,1.63702,127,28,7758
New Hampshire,2012,51,X,1.81046,81,29,4474
New Jersey,2012,51,X,3.84972,166,19,4312
New Mexico,2012,51,X,3.00596,247,24,8217
New York,2012,51,X,3.62908,562,209,15486
North Carolina,2012,51,X,4.92009,745,62,15142
North Dakota,2012,51,X,4.26301,59,9,1384
Ohio,2012,51,X,4.87248,661,43,13566
Oklahoma,2012,51,X,4.44115,120,19,2702
Oregon,2012,51,X,0.953107,25,17,2623
Pennsylvania,2012,51,X,4.09585,629,55,15357
Rhode Island,2012,51,X,2.72449,169,20,6203
South Carolina,2012,51,X,3.77206,233,17,6177
South Dakota,2012,51,X,2.20365,116,19,5264
Tennessee,2012,51,X,6.13868,517,49,8422
Texas,2012,51,X,7.99241,3327,60,41627
Utah,2012,51,X,4.21213,772,42,18328
Vermont,2012,51,X,3.46636,119,12,3433
Virginia,2012,51,X,5.75511,4757,100,82657
Washington,2012,51,X,1.46423,88,19,6010
West Virginia,2012,51,X,3.02656,392,32,12952
Wisconsin,2012,51,X,2.58314,80,35,3097
Wyoming,2012,51,X,6.54849,314,24,4795
Virgin Islands,2012,51,X,0.242131,1,1,413
New York City,2012,51,X,4.09728,4318,83,105387
Alabama,2012,52,X,12.1174,1263,29,10423
Alaska,2012,52,X,4.07855,81,8,1986
Arizona,2012,52,X,2.92172,446,33,15265
Arkansas,2012,52,X,5.8592,134,22,2287
California,2012,52,X,5.49621,957,110,17412
Colorado,2012,52,X,2.9987,483,11,16107
Connecticut,2012,52,X,3.40782,61,17,1790
Delaware,2012,52,X,4.21053,112,10,2660
District of Columbia,2012,52,X,8.92086,62,1,695
Florida,2012,52,X,X,X,X,X
Georgia,2012,52,X,5.18475,1427,45,27523
Hawaii,2012,52,X,1.63839,140,16,8545
Idaho,2012,52,X,5.056,158,10,3125
Illinois,2012,52,X,6.27165,2227,83,35509
Indiana,2012,52,X,7.17515,492,41,6857
Iowa,2012,52,X,4.87404,89,17,1826
Kansas,2012,52,X,5.95095,347,39,5831
Kentucky,2012,52,X,1.43475,239,16,16658
Louisiana,2012,52,X,8.9449,2484,42,27770
Maine,2012,52,X,4.19098,158,35,3770
Maryland,2012,52,X,10.1205,210,9,2075
Massachusetts,2012,52,X,4.3606,831,50,19057
Michigan,2012,52,X,4.8137,447,52,9286
Minnesota,2012,52,X,6.67769,202,14,3025
Mississippi,2012,52,X,11.5652,1794,42,15512
Missouri,2012,52,X,6.97715,397,27,5690
Montana,2012,52,X,0.631136,9,8,1426
Nebraska,2012,52,X,10.1455,272,15,2681
Nevada,2012,52,X,1.71037,212,31,12395
New Hampshire,2012,52,X,2.24676,59,29,2626
New Jersey,2012,52,X,5.44188,250,20,4594
New Mexico,2012,52,X,7.13018,482,24,6760
New York,2012,52,X,5.95238,475,207,7980
North Carolina,2012,52,X,8.8115,797,62,9045
North Dakota,2012,52,X,5.16252,54,9,1046
Ohio,2012,52,X,5.31167,438,41,8246
Oklahoma,2012,52,X,10.4434,285,21,2729
Oregon,2012,52,X,3.77588,62,17,1642
Pennsylvania,2012,52,X,6.06691,642,57,10582
Rhode Island,2012,52,X,4.01822,150,20,3733
South Carolina,2012,52,X,3.51324,138,16,3928
South Dakota,2012,52,X,2.43493,87,19,3573
Tennessee,2012,52,X,8.32991,406,53,4874
Texas,2012,52,X,9.69432,2924,61,30162
Utah,2012,52,X,6.93167,1198,42,17283
Vermont,2012,52,X,5.20878,121,12,2323
Virginia,2012,52,X,7.31564,6106,100,83465
Washington,2012,52,X,2.72053,99,18,3639
West Virginia,2012,52,X,5.07039,407,33,8027
Wisconsin,2012,52,X,4.24335,83,36,1956
Wyoming,2012,52,X,7.16007,208,22,2905
Virgin Islands,2012,52,X,0,0,1,394
New York City,2012,52,X,5.05315,4701,79,93031
Alabama,2013,1,X,7.66104,867,29,11317
Alaska,2013,1,X,2.16573,46,8,2124
Arizona,2013,1,X,3.0312,512,35,16891
Arkansas,2013,1,X,4.89199,154,21,3148
California,2013,1,X,3.62306,812,123,22412
Colorado,2013,1,X,2.65444,492,10,18535
Connecticut,2013,1,X,3.8961,141,24,3619
Delaware,2013,1,X,5.16278,157,10,3041
District of Columbia,2013,1,X,6.20821,65,3,1047
Florida,2013,1,X,X,X,X,X
Georgia,2013,1,X,4.14659,783,45,18883
Hawaii,2013,1,X,2.52944,247,18,9765
Idaho,2013,1,X,3.01935,117,9,3875
Illinois,2013,1,X,5.05566,1903,81,37641
Indiana,2013,1,X,4.39602,349,41,7939
Iowa,2013,1,X,4.87805,112,17,2296
Kansas,2013,1,X,6.10115,415,38,6802
Kentucky,2013,1,X,1.52582,273,17,17892
Louisiana,2013,1,X,7.14434,2068,46,28946
Maine,2013,1,X,2.81891,158,36,5605
Maryland,2013,1,X,3.41351,193,14,5654
Massachusetts,2013,1,X,3.0003,697,51,23231
Michigan,2013,1,X,4.43242,508,54,11461
Minnesota,2013,1,X,5.54971,211,14,3802
Mississippi,2013,1,X,8.14324,1353,44,16615
Missouri,2013,1,X,5.2717,325,27,6165
Montana,2013,1,X,1.06045,20,8,1886
Nebraska,2013,1,X,8.65229,321,17,3710
Nevada,2013,1,X,1.97276,281,33,14244
New Hampshire,2013,1,X,2.4187,90,28,3721
New Jersey,2013,1,X,5.00187,268,20,5358
New Mexico,2013,1,X,5.22207,408,25,7813
New York,2013,1,X,3.99638,397,207,9934
North Carolina,2013,1,X,5.01979,761,67,15160
North Dakota,2013,1,X,5,74,11,1480
Ohio,2013,1,X,3.67943,466,50,12665
Oklahoma,2013,1,X,7.87562,271,19,3441
Oregon,2013,1,X,2.78761,63,17,2260
Pennsylvania,2013,1,X,4.19815,539,59,12839
Rhode Island,2013,1,X,3.00717,130,20,4323
South Carolina,2013,1,X,2.20832,120,19,5434
South Dakota,2013,1,X,2.32558,106,19,4558
Tennessee,2013,1,X,6.8863,556,61,8074
Texas,2013,1,X,8.24784,3023,65,36652
Utah,2013,1,X,6.62258,1282,43,19358
Vermont,2013,1,X,4.49438,128,12,2848
Virginia,2013,1,X,6.80646,5554,100,81599
Washington,2013,1,X,2.77656,127,19,4574
West Virginia,2013,1,X,4.21592,510,34,12097
Wisconsin,2013,1,X,3.99261,108,37,2705
Wyoming,2013,1,X,4.55894,169,22,3707
Virgin Islands,2013,1,X,0,0,1,373
New York City,2013,1,X,4.79065,4785,75,99882
Alabama,2013,2,X,7.4161,1074,29,14482
Alaska,2013,2,X,2.26433,49,9,2164
Arizona,2013,2,X,2.82776,649,36,22951
Arkansas,2013,2,X,5.77181,301,22,5215
California,2013,2,X,3.7083,1255,125,33843
Colorado,2013,2,X,2.97167,705,11,23724
Connecticut,2013,2,X,4.43469,202,24,4555
Delaware,2013,2,X,5.11518,151,9,2952
District of Columbia,2013,2,X,6.84584,135,3,1972
Florida,2013,2,X,X,X,X,X
Georgia,2013,2,X,3.55827,1014,43,28497
Hawaii,2013,2,X,2.8331,367,19,12954
Idaho,2013,2,X,3.59773,171,10,4753
Illinois,2013,2,X,4.34811,2008,86,46181
Indiana,2013,2,X,4.11404,469,41,11400
Iowa,2013,2,X,3.24042,93,16,2870
Kansas,2013,2,X,4.76133,396,37,8317
Kentucky,2013,2,X,1.12997,249,19,22036
Louisiana,2013,2,X,6.49926,1967,50,30265
Maine,2013,2,X,2.89363,213,36,7361
Maryland,2013,2,X,4.23557,397,13,9373
Massachusetts,2013,2,X,2.57992,753,49,29187
Michigan,2013,2,X,3.87657,696,54,17954
Minnesota,2013,2,X,4.0914,188,13,4595
Mississippi,2013,2,X,6.70186,1168,44,17428
Missouri,2013,2,X,4.59826,380,27,8264
Montana,2013,2,X,1.05949,26,8,2454
Nebraska,2013,2,X,10.1024,454,17,4494
Nevada,2013,2,X,2.38245,380,32,15950
New Hampshire,2013,2,X,3.09771,149,28,4810
New Jersey,2013,2,X,4.94719,356,19,7196
New Mexico,2013,2,X,4.63149,460,26,9932
New York,2013,2,X,4.13807,627,209,15152
North Carolina,2013,2,X,3.61605,767,65,21211
North Dakota,2013,2,X,7.00914,161,12,2297
Ohio,2013,2,X,2.89587,485,50,16748
Oklahoma,2013,2,X,8.43243,390,19,4625
Oregon,2013,2,X,2.67185,103,17,3855
Pennsylvania,2013,2,X,4.30241,762,60,17711
Rhode Island,2013,2,X,3.40512,185,19,5433
South Carolina,2013,2,X,2.04398,145,20,7094
South Dakota,2013,2,X,2.42227,134,19,5532
Tennessee,2013,2,X,4.13007,522,57,12639
Texas,2013,2,X,7.61521,3518,65,46197
Utah,2013,2,X,5.4211,1111,45,20494
Vermont,2013,2,X,5.14139,180,12,3501
Virginia,2013,2,X,7.06235,5990,100,84816
Washington,2013,2,X,2.30206,173,19,7515
West Virginia,2013,2,X,4.31387,685,39,15879
Wisconsin,2013,2,X,3.8992,147,36,3770
Wyoming,2013,2,X,7.20103,336,23,4666
Virgin Islands,2013,2,X,0.257069,1,1,389
New York City,2013,2,X,5.52524,5963,73,107923
Alabama,2013,3,X,5.90845,799,29,13523
Alaska,2013,3,X,2.53279,56,9,2211
Arizona,2013,3,X,3.90697,934,36,23906
Arkansas,2013,3,X,5.90369,293,20,4963
California,2013,3,X,4.98923,1783,126,35737
Colorado,2013,3,X,3.87965,891,11,22966
Connecticut,2013,3,X,4.14041,138,22,3333
Delaware,2013,3,X,5.49981,148,9,2691
District of Columbia,2013,3,X,7.19162,158,3,2197
Florida,2013,3,X,X,X,X,X
Georgia,2013,3,X,2.92425,818,42,27973
Hawaii,2013,3,X,3.35174,510,20,15216
Idaho,2013,3,X,2.95283,149,11,5046
Illinois,2013,3,X,3.88902,1790,88,46027
Indiana,2013,3,X,4.82472,545,41,11296
Iowa,2013,3,X,3.46476,116,17,3348
Kansas,2013,3,X,6.03671,513,36,8498
Kentucky,2013,3,X,1.82096,405,19,22241
Louisiana,2013,3,X,5.71979,1751,53,30613
Maine,2013,3,X,3.04298,211,36,6934
Maryland,2013,3,X,3.81307,399,15,10464
Massachusetts,2013,3,X,2.37227,716,52,30182
Michigan,2013,3,X,4.07978,720,56,17648
Minnesota,2013,3,X,3.07692,152,13,4940
Mississippi,2013,3,X,6.09412,1014,45,16639
Missouri,2013,3,X,4.42954,403,28,9098
Montana,2013,3,X,1.3905,36,9,2589
Nebraska,2013,3,X,9.41499,412,17,4376
Nevada,2013,3,X,3.02318,476,32,15745
New Hampshire,2013,3,X,2.3704,107,27,4514
New Jersey,2013,3,X,5.61734,399,20,7103
New Mexico,2013,3,X,4.814,484,26,10054
New York,2013,3,X,4.53812,647,210,14257
North Carolina,2013,3,X,3.17627,695,66,21881
North Dakota,2013,3,X,5.74185,125,12,2177
Ohio,2013,3,X,3.00585,488,50,16235
Oklahoma,2013,3,X,9.74255,386,19,3962
Oregon,2013,3,X,3.23712,120,15,3707
Pennsylvania,2013,3,X,4.96328,892,61,17972
Rhode Island,2013,3,X,2.82409,166,20,5878
South Carolina,2013,3,X,1.32181,104,20,7868
South Dakota,2013,3,X,2.52996,133,19,5257
Tennessee,2013,3,X,2.97487,322,49,10824
Texas,2013,3,X,7.688,3430,66,44615
Utah,2013,3,X,5.49212,1087,46,19792
Vermont,2013,3,X,5.1005,203,12,3980
Virginia,2013,3,X,6.24657,4673,99,74809
Washington,2013,3,X,2.94155,231,18,7853
West Virginia,2013,3,X,5.22459,820,39,15695
Wisconsin,2013,3,X,3.36249,123,35,3658
Wyoming,2013,3,X,4.97664,245,25,4923
Virgin Islands,2013,3,X,1.08696,4,1,368
New York City,2013,3,X,6.13491,6543,77,106652
Alabama,2013,4,X,4.76343,593,26,12449
Alaska,2013,4,X,0.979858,18,8,1837
Arizona,2013,4,X,5.05778,1046,34,20681
Arkansas,2013,4,X,4.93274,231,19,4683
California,2013,4,X,5.83965,2043,124,34985
Colorado,2013,4,X,3.32689,757,11,22754
Connecticut,2013,4,X,2.9826,144,27,4828
Delaware,2013,4,X,5.04705,118,9,2338
District of Columbia,2013,4,X,6.97269,120,3,1721
Florida,2013,4,X,X,X,X,X
Georgia,2013,4,X,2.32237,605,43,26051
Hawaii,2013,4,X,4.84493,603,19,12446
Idaho,2013,4,X,3.67372,177,11,4818
Illinois,2013,4,X,3.54367,1500,86,42329
Indiana,2013,4,X,3.19107,326,40,10216
Iowa,2013,4,X,3.5179,115,17,3269
Kansas,2013,4,X,5.46252,473,37,8659
Kentucky,2013,4,X,1.6038,338,18,21075
Louisiana,2013,4,X,5.3964,1750,51,32429
Maine,2013,4,X,2.06863,129,35,6236
Maryland,2013,4,X,3.75483,272,14,7244
Massachusetts,2013,4,X,2.48898,672,54,26999
Michigan,2013,4,X,4.42058,708,56,16016
Minnesota,2013,4,X,2.86423,127,13,4434
Mississippi,2013,4,X,5.95498,1037,44,17414
Missouri,2013,4,X,4.89124,407,28,8321
Montana,2013,4,X,1.22777,29,9,2362
Nebraska,2013,4,X,9.67664,398,16,4113
Nevada,2013,4,X,3.57443,553,32,15471
New Hampshire,2013,4,X,1.14967,55,29,4784
New Jersey,2013,4,X,4.94037,348,20,7044
New Mexico,2013,4,X,5.96807,557,26,9333
New York,2013,4,X,4.06893,621,206,15262
North Carolina,2013,4,X,2.46907,475,67,19238
North Dakota,2013,4,X,6.80813,77,10,1131
Ohio,2013,4,X,2.65128,386,49,14559
Oklahoma,2013,4,X,8.25726,398,20,4820
Oregon,2013,4,X,4.3911,150,15,3416
Pennsylvania,2013,4,X,3.63506,608,57,16726
Rhode Island,2013,4,X,1.49655,89,20,5947
South Carolina,2013,4,X,0.944414,70,19,7412
South Dakota,2013,4,X,2.38565,121,19,5072
Tennessee,2013,4,X,1.8338,175,52,9543
Texas,2013,4,X,7.58763,3284,64,43281
Utah,2013,4,X,5.58777,1060,44,18970
Vermont,2013,4,X,5.39638,194,12,3595
Virginia,2013,4,X,2.96131,2042,98,68956
Washington,2013,4,X,3.58913,181,18,5043
West Virginia,2013,4,X,3.72481,523,38,14041
Wisconsin,2013,4,X,2.79702,105,35,3754
Wyoming,2013,4,X,5.56492,231,23,4151
Virgin Islands,2013,4,X,0.806452,3,1,372
New York City,2013,4,X,5.14435,4918,76,95600
Alabama,2013,5,X,4.46756,597,28,13363
Alaska,2013,5,X,2.47636,55,9,2221
Arizona,2013,5,X,3.63893,824,34,22644
Arkansas,2013,5,X,3.94113,158,18,4009
California,2013,5,X,6.10146,2349,126,38499
Colorado,2013,5,X,2.90437,687,9,23654
Connecticut,2013,5,X,2.56616,128,22,4988
Delaware,2013,5,X,3.08789,78,9,2526
District of Columbia,2013,5,X,5.30071,104,3,1962
Florida,2013,5,X,X,X,X,X
Georgia,2013,5,X,2.45549,651,42,26512
Hawaii,2013,5,X,3.77211,531,17,14077
Idaho,2013,5,X,2.97558,173,11,5814
Illinois,2013,5,X,3.50275,1572,84,44879
Indiana,2013,5,X,3.50093,376,41,10740
Iowa,2013,5,X,2.51346,84,17,3342
Kansas,2013,5,X,6.11562,512,37,8372
Kentucky,2013,5,X,1.4733,335,19,22738
Louisiana,2013,5,X,4.67644,1592,57,34043
Maine,2013,5,X,1.91816,120,34,6256
Maryland,2013,5,X,2.44738,243,15,9929
Massachusetts,2013,5,X,2.06795,605,52,29256
Michigan,2013,5,X,3.39719,493,53,14512
Minnesota,2013,5,X,2.67437,125,13,4674
Mississippi,2013,5,X,5.44546,959,45,17611
Missouri,2013,5,X,4.95706,381,27,7686
Montana,2013,5,X,1.32319,40,9,3023
Nebraska,2013,5,X,8.77193,305,16,3477
Nevada,2013,5,X,2.32686,297,26,12764
New Hampshire,2013,5,X,0.90151,40,29,4437
New Jersey,2013,5,X,4.63762,231,19,4981
New Mexico,2013,5,X,5.02665,481,26,9569
New York,2013,5,X,2.9484,468,207,15873
North Carolina,2013,5,X,2.05758,451,63,21919
North Dakota,2013,5,X,4.5419,58,10,1277
Ohio,2013,5,X,2.02597,298,44,14709
Oklahoma,2013,5,X,8.98551,403,20,4485
Oregon,2013,5,X,3.3109,123,16,3715
Pennsylvania,2013,5,X,2.72834,486,60,17813
Rhode Island,2013,5,X,1.70721,113,20,6619
South Carolina,2013,5,X,0.94416,70,19,7414
South Dakota,2013,5,X,2.63852,130,19,4927
Tennessee,2013,5,X,2.67506,306,53,11439
Texas,2013,5,X,5.83695,2367,64,40552
Utah,2013,5,X,5.05722,959,44,18963
Vermont,2013,5,X,5.94282,185,11,3113
Virginia,2013,5,X,3.83966,2730,99,71100
Washington,2013,5,X,2.47019,174,18,7044
West Virginia,2013,5,X,2.94601,412,39,13985
Wisconsin,2013,5,X,2.69296,112,34,4159
Wyoming,2013,5,X,3.85627,176,22,4564
Virgin Islands,2013,5,X,0,0,1,352
New York City,2013,5,X,4.19967,4120,74,98103
Alabama,2013,6,X,3.86127,511,26,13234
Alaska,2013,6,X,1.56726,36,9,2297
Arizona,2013,6,X,3.19126,730,34,22875
Arkansas,2013,6,X,2.82872,91,16,3217
California,2013,6,X,5.4357,1993,115,36665
Colorado,2013,6,X,2.54059,593,10,23341
Connecticut,2013,6,X,1.97204,79,24,4006
Delaware,2013,6,X,2.01085,63,10,3133
District of Columbia,2013,6,X,5.28531,113,3,2138
Florida,2013,6,X,X,X,X,X
Georgia,2013,6,X,2.495,686,43,27495
Hawaii,2013,6,X,4.02789,52,15,1291
Idaho,2013,6,X,3.50244,194,11,5539
Illinois,2013,6,X,3.12585,1381,84,44180
Indiana,2013,6,X,3.14203,346,41,11012
Iowa,2013,6,X,2.03321,60,15,2951
Kansas,2013,6,X,5.38633,458,36,8503
Kentucky,2013,6,X,1.16268,238,19,20470
Louisiana,2013,6,X,4.24231,1339,53,31563
Maine,2013,6,X,1.57348,103,36,6546
Maryland,2013,6,X,1.91896,197,16,10266
Massachusetts,2013,6,X,1.92758,486,51,25213
Michigan,2013,6,X,3.4188,544,56,15912
Minnesota,2013,6,X,3.01697,144,13,4773
Mississippi,2013,6,X,5.19833,899,45,17294
Missouri,2013,6,X,4.4439,360,27,8101
Montana,2013,6,X,0.956938,26,7,2717
Nebraska,2013,6,X,6.27462,223,16,3554
Nevada,2013,6,X,3.55964,507,31,14243
New Hampshire,2013,6,X,0.714445,32,27,4479
New Jersey,2013,6,X,4.45368,300,20,6736
New Mexico,2013,6,X,3.84575,366,26,9517
New York,2013,6,X,2.7859,419,202,15040
North Carolina,2013,6,X,1.4279,303,62,21220
North Dakota,2013,6,X,4.5993,66,10,1435
Ohio,2013,6,X,1.68523,233,46,13826
Oklahoma,2013,6,X,5.18067,238,20,4594
Oregon,2013,6,X,2.75387,96,16,3486
Pennsylvania,2013,6,X,2.49063,412,55,16542
Rhode Island,2013,6,X,0.914897,53,20,5793
South Carolina,2013,6,X,0.968492,75,18,7744
South Dakota,2013,6,X,2.67509,144,19,5383
Tennessee,2013,6,X,2.21057,253,55,11445
Texas,2013,6,X,4.63083,1822,65,39345
Utah,2013,6,X,4.17015,848,45,20335
Vermont,2013,6,X,5.43727,166,11,3053
Virginia,2013,6,X,3.28483,2192,100,66731
Washington,2013,6,X,2.10597,157,19,7455
West Virginia,2013,6,X,1.60149,215,36,13425
Wisconsin,2013,6,X,1.62695,71,32,4364
Wyoming,2013,6,X,2.94999,128,21,4339
Virgin Islands,2013,6,X,0.835655,3,1,359
New York City,2013,6,X,3.75588,3442,66,91643
Alabama,2013,7,X,4.12844,531,28,12862
Alaska,2013,7,X,1.04879,23,9,2193
Arizona,2013,7,X,3.03784,635,34,20903
Arkansas,2013,7,X,2.08218,75,17,3602
California,2013,7,X,4.86921,1746,120,35858
Colorado,2013,7,X,1.90076,434,11,22833
Connecticut,2013,7,X,1.53975,55,23,3572
Delaware,2013,7,X,1.63743,42,9,2565
District of Columbia,2013,7,X,4.76893,97,3,2034
Florida,2013,7,X,X,X,X,X
Georgia,2013,7,X,2.2694,636,41,28025
Hawaii,2013,7,X,3.20233,44,16,1374
Idaho,2013,7,X,2.83275,146,11,5154
Illinois,2013,7,X,3.05967,1282,80,41900
Indiana,2013,7,X,2.63581,279,41,10585
Iowa,2013,7,X,1.80092,55,15,3054
Kansas,2013,7,X,3.79135,306,36,8071
Kentucky,2013,7,X,1.02495,212,18,20684
Louisiana,2013,7,X,3.45379,1102,53,31907
Maine,2013,7,X,1.11177,75,36,6746
Maryland,2013,7,X,2.06293,198,15,9598
Massachusetts,2013,7,X,1.66667,444,51,26640
Michigan,2013,7,X,2.95892,466,54,15749
Minnesota,2013,7,X,2.63502,121,13,4592
Mississippi,2013,7,X,4.6582,785,45,16852
Missouri,2013,7,X,3.33773,253,27,7580
Montana,2013,7,X,0.2886,8,8,2772
Nebraska,2013,7,X,5.84396,197,16,3371
Nevada,2013,7,X,3.38641,504,28,14883
New Hampshire,2013,7,X,0.439422,21,28,4779
New Jersey,2013,7,X,4.79113,242,19,5051
New Mexico,2013,7,X,3.62428,338,26,9326
New York,2013,7,X,3.39217,540,203,15919
North Carolina,2013,7,X,1.19998,254,64,21167
North Dakota,2013,7,X,7.76053,105,11,1353
Ohio,2013,7,X,1.50813,218,43,14455
Oklahoma,2013,7,X,4.9334,200,21,4054
Oregon,2013,7,X,2.72505,89,15,3266
Pennsylvania,2013,7,X,2.98393,507,56,16991
Rhode Island,2013,7,X,0.770366,47,20,6101
South Carolina,2013,7,X,1.0661,80,17,7504
South Dakota,2013,7,X,2.16933,103,19,4748
Tennessee,2013,7,X,2.91918,363,58,12435
Texas,2013,7,X,3.98526,1514,64,37990
Utah,2013,7,X,3.63476,701,45,19286
Vermont,2013,7,X,5.07663,159,10,3132
Virginia,2013,7,X,3.16161,2264,100,71609
Washington,2013,7,X,1.67155,114,17,6820
West Virginia,2013,7,X,1.46835,203,37,13825
Wisconsin,2013,7,X,1.57358,71,34,4512
Wyoming,2013,7,X,2.87059,122,21,4250
Virgin Islands,2013,7,X,0,0,1,368
New York City,2013,7,X,3.05157,2883,61,94476
Alabama,2013,8,X,3.0586,393,27,12849
Alaska,2013,8,X,0.89782,21,9,2339
Arizona,2013,8,X,2.4249,490,33,20207
Arkansas,2013,8,X,1.34731,45,16,3340
California,2013,8,X,4.14831,1365,123,32905
Colorado,2013,8,X,1.73183,396,11,22866
Connecticut,2013,8,X,1.88235,72,23,3825
Delaware,2013,8,X,1.67555,44,9,2626
District of Columbia,2013,8,X,4.53053,69,3,1523
Florida,2013,8,X,X,X,X,X
Georgia,2013,8,X,2.4042,660,41,27452
Hawaii,2013,8,X,3.14626,37,15,1176
Idaho,2013,8,X,2.53615,114,10,4495
Illinois,2013,8,X,2.55517,1064,83,41641
Indiana,2013,8,X,2.74562,287,40,10453
Iowa,2013,8,X,0.970874,32,15,3296
Kansas,2013,8,X,3.48031,221,34,6350
Kentucky,2013,8,X,0.977729,216,19,22092
Louisiana,2013,8,X,3.50837,1085,53,30926
Maine,2013,8,X,1.06507,64,35,6009
Maryland,2013,8,X,2.56122,205,13,8004
Massachusetts,2013,8,X,1.59041,373,52,23453
Michigan,2013,8,X,2.66819,397,54,14879
Minnesota,2013,8,X,1.77297,82,12,4625
Mississippi,2013,8,X,4.86339,858,45,17642
Missouri,2013,8,X,3.15217,203,27,6440
Montana,2013,8,X,1.03766,27,8,2602
Nebraska,2013,8,X,5.60621,166,15,2961
Nevada,2013,8,X,2.88354,437,29,15155
New Hampshire,2013,8,X,0.502952,23,28,4573
New Jersey,2013,8,X,3.44288,242,19,7029
New Mexico,2013,8,X,3.2908,294,26,8934
New York,2013,8,X,3.48492,551,214,15811
North Carolina,2013,8,X,1.29133,280,63,21683
North Dakota,2013,8,X,2.70868,49,11,1809
Ohio,2013,8,X,2.11968,294,48,13870
Oklahoma,2013,8,X,4.83708,144,19,2977
Oregon,2013,8,X,2.59301,92,14,3548
Pennsylvania,2013,8,X,2.50669,431,56,17194
Rhode Island,2013,8,X,0.590364,31,20,5251
South Carolina,2013,8,X,1.00689,76,18,7548
South Dakota,2013,8,X,1.76887,90,19,5088
Tennessee,2013,8,X,1.92291,221,53,11493
Texas,2013,8,X,3.23762,1247,61,38516
Utah,2013,8,X,3.33351,630,46,18899
Vermont,2013,8,X,3.04601,94,11,3086
Virginia,2013,8,X,3.076,2201,97,71554
Washington,2013,8,X,1.3867,88,18,6346
West Virginia,2013,8,X,1.69818,247,38,14545
Wisconsin,2013,8,X,1.40097,58,33,4140
Wyoming,2013,8,X,2.2997,93,21,4044
Virgin Islands,2013,8,X,0,0,1,348
New York City,2013,8,X,3.40389,3189,74,93687
Alabama,2013,9,X,3.39632,408,25,12013
Alaska,2013,9,X,1.0296,24,9,2331
Arizona,2013,9,X,2.10216,421,32,20027
Arkansas,2013,9,X,1.46972,50,15,3402
California,2013,9,X,3.70949,1354,123,36501
Colorado,2013,9,X,1.44617,331,11,22888
Connecticut,2013,9,X,1.52352,69,26,4529
Delaware,2013,9,X,1.11643,28,9,2508
District of Columbia,2013,9,X,4.42177,91,3,2058
Florida,2013,9,X,X,X,X,X
Georgia,2013,9,X,2.39994,674,42,28084
Hawaii,2013,9,X,4.05101,54,15,1333
Idaho,2013,9,X,0.918459,41,10,4464
Illinois,2013,9,X,2.81471,1194,82,42420
Indiana,2013,9,X,2.59448,265,39,10214
Iowa,2013,9,X,1.33276,31,12,2326
Kansas,2013,9,X,2.04989,143,36,6976
Kentucky,2013,9,X,1.0749,250,18,23258
Louisiana,2013,9,X,3.06236,967,51,31577
Maine,2013,9,X,1.09103,64,34,5866
Maryland,2013,9,X,2.29801,219,14,9530
Massachusetts,2013,9,X,1.30838,358,48,27362
Michigan,2013,9,X,2.69076,414,55,15386
Minnesota,2013,9,X,1.64868,84,12,5095
Mississippi,2013,9,X,5.46707,865,43,15822
Missouri,2013,9,X,2.36915,153,24,6458
Montana,2013,9,X,0.837277,23,7,2747
Nebraska,2013,9,X,4.66401,152,15,3259
Nevada,2013,9,X,3.18243,258,25,8107
New Hampshire,2013,9,X,0.810214,33,26,4073
New Jersey,2013,9,X,2.78825,207,20,7424
New Mexico,2013,9,X,2.97593,272,26,9140
New York,2013,9,X,2.67505,434,212,16224
North Carolina,2013,9,X,1.25905,233,54,18506
North Dakota,2013,9,X,6.08997,88,10,1445
Ohio,2013,9,X,1.58579,216,41,13621
Oklahoma,2013,9,X,4.42518,194,20,4384
Oregon,2013,9,X,1.82687,65,14,3558
Pennsylvania,2013,9,X,2.56207,452,58,17642
Rhode Island,2013,9,X,0.375646,24,20,6389
South Carolina,2013,9,X,0.957829,72,16,7517
South Dakota,2013,9,X,1.67619,88,19,5250
Tennessee,2013,9,X,1.63353,175,50,10713
